DrugBank ID,Name,Drug Type
DB02470,D-Glycero-D-Mannopyranose-7-Phosphate,SmallMoleculeDrug
DB02471,Nojirimycine Tetrazole,SmallMoleculeDrug
DB02472,"7,8-dihydroinosine",SmallMoleculeDrug
DB02473,"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",SmallMoleculeDrug
DB02474,BMSC-0013,SmallMoleculeDrug
DB02475,Deoxyamidinoproclavaminic acid,SmallMoleculeDrug
DB02477,N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,SmallMoleculeDrug
DB02479,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,SmallMoleculeDrug
DB02480,(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,SmallMoleculeDrug
DB02481,N-Benzylformamide,SmallMoleculeDrug
DB02482,Phosphonothreonine,SmallMoleculeDrug
DB02483,Etheno-NAD,SmallMoleculeDrug
DB02484,Cytidine 5'-diphosphoglycerol,SmallMoleculeDrug
DB02485,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,SmallMoleculeDrug
DB02486,2-Hydroxyethyl Disulfide,SmallMoleculeDrug
DB02488,1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly),SmallMoleculeDrug
DB02489,9-Methylguanine,SmallMoleculeDrug
DB02490,(Diaminomethyl-Methyl-Amino)-Acetic Acid,SmallMoleculeDrug
DB02491,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,SmallMoleculeDrug
DB02492,Ghavamiol,SmallMoleculeDrug
DB02493,Hydantocidin-5'-phosphate,SmallMoleculeDrug
DB02494,(S)-3-phenyllactic acid,SmallMoleculeDrug
DB02495,9-(4-hydroxybutyl)-N2-phenylguanine,SmallMoleculeDrug
DB02496,1-Deoxy-D-xylulose 5-phosphate,SmallMoleculeDrug
DB02497,L-Alpha-Glycerophosphorylserine,SmallMoleculeDrug
DB02498,Carba-nicotinamide-adenine-dinucleotide,SmallMoleculeDrug
DB02499,Dinor-N(Omega)-Hydroxy-L-Arginine,SmallMoleculeDrug
DB02500,6-(Dihydroxy-Isobutyl)-Thymine,SmallMoleculeDrug
DB02501,N(2)-succinyl-L-arginine,SmallMoleculeDrug
DB02502,8-hydroxy-2'-deoxyguanosine,SmallMoleculeDrug
DB02503,4-(Carboxyvin-2-Yl)Phenylboronic Acid,SmallMoleculeDrug
DB02504,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,SmallMoleculeDrug
DB02505,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),SmallMoleculeDrug
DB02506,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",SmallMoleculeDrug
DB02508,Isopentyl Pyrophosphate,SmallMoleculeDrug
DB02509,Farnesol,SmallMoleculeDrug
DB02510,5'-O-(L-Prolylsulfamoyl)adenosine,SmallMoleculeDrug
DB02511,2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,SmallMoleculeDrug
DB02512,"1,6-Fructose Diphosphate (Linear Form)",SmallMoleculeDrug
DB02513,Thymol,SmallMoleculeDrug
DB02514,(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,SmallMoleculeDrug
DB02515,sn-glycerol 3-phosphate,SmallMoleculeDrug
DB02516,(R)-carnitinyl-CoA betaine,SmallMoleculeDrug
DB02517,D-Glutamic Acid,SmallMoleculeDrug
DB02518,N-Acetylalanine,SmallMoleculeDrug
DB02519,Indirubin-5-sulphonate,SmallMoleculeDrug
DB02520,Ditiocarb,SmallMoleculeDrug
DB02521,Flaviolin,SmallMoleculeDrug
DB02522,Phosphonopyruvate,SmallMoleculeDrug
DB02523,"2-aminooxyethyl-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl]-methyl-sulfonium",SmallMoleculeDrug
DB02524,"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",SmallMoleculeDrug
DB02525,"D-galactohydroximo-1,5-lactam",SmallMoleculeDrug
DB02526,CRA_10655,SmallMoleculeDrug
DB02527,Cyclic adenosine monophosphate,SmallMoleculeDrug
DB02528,Tetrazolyl Histidine,SmallMoleculeDrug
DB02529,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",SmallMoleculeDrug
DB02530,gamma-Aminobutyric acid,SmallMoleculeDrug
DB02531,Isobutyric acid,SmallMoleculeDrug
DB02532,"2,4,6-Triaminoquinazoline",SmallMoleculeDrug
DB02534,2-Allylphenol,SmallMoleculeDrug
DB02535,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,SmallMoleculeDrug
DB02536,D-glyceraldehyde,SmallMoleculeDrug
DB02537,2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,SmallMoleculeDrug
DB02538,"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",SmallMoleculeDrug
DB02540,"10-formyl-5,8,10-trideazafolic acid",SmallMoleculeDrug
DB02541,4-Hydroxybutan-1-Aminium,SmallMoleculeDrug
DB02542,(4s)-5-Fluoro-L-Leucine,SmallMoleculeDrug
DB02543,Pyrrole-2-Carboxylate,SmallMoleculeDrug
DB02544,"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",SmallMoleculeDrug
DB02545,Fexaramine,SmallMoleculeDrug
DB02546,Vorinostat,SmallMoleculeDrug
DB02547,Guanosine-5'-Diphosphate-Rhamnose,SmallMoleculeDrug
DB02548,D-glucitol 6-phosphate,SmallMoleculeDrug
DB02549,3'-O-Acetylthymidine-5'-diphosphate,SmallMoleculeDrug
DB02550,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",SmallMoleculeDrug
DB02551,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",SmallMoleculeDrug
DB02552,Geranyl Diphosphate,SmallMoleculeDrug
DB02553,Glutathionylspermidine disulfide,SmallMoleculeDrug
DB02554,UDP-6-sulfoquinovose,SmallMoleculeDrug
DB02555,SP4160,SmallMoleculeDrug
DB02556,D-Phenylalanine,SmallMoleculeDrug
DB02557,Phosphoramidon,SmallMoleculeDrug
DB02558,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,SmallMoleculeDrug
DB02559,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",SmallMoleculeDrug
DB02560,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,SmallMoleculeDrug
DB02561,Beta-D-Fructopyranose,SmallMoleculeDrug
DB02562,"Quinonoid 7,8-Tetrahydrobiopterin",SmallMoleculeDrug
DB02563,Hexanoyl-CoA,SmallMoleculeDrug
DB02565,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,SmallMoleculeDrug
DB02566,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,SmallMoleculeDrug
DB02567,PD173955,SmallMoleculeDrug
DB02568,Peldesine,SmallMoleculeDrug
DB02569,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",SmallMoleculeDrug
DB02570,PD150606,SmallMoleculeDrug
DB02571,Allysine,SmallMoleculeDrug
DB02572,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",SmallMoleculeDrug
DB02573,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",SmallMoleculeDrug
DB02574,BV2,SmallMoleculeDrug
DB02576,F-Loop of Vitamin B12,SmallMoleculeDrug
DB02577,Mesoheme,SmallMoleculeDrug
DB02578,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,SmallMoleculeDrug
DB02579,Acrylic Acid,SmallMoleculeDrug
DB02580,Pentaglyme,SmallMoleculeDrug
DB02581,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",SmallMoleculeDrug
DB02582,(6Z)-6-{[(1Z)-1-{[(1R)-1-Carboxy-2-methyl-2-propen-1-yl]imino}-1-hydroxy-3-sulfanyl-2-propanyl]imino}-6-hydroxynorleucine,SmallMoleculeDrug
DB02583,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",SmallMoleculeDrug
DB02585,4-(Hydroxymethyl)Benzamidine,SmallMoleculeDrug
DB02586,"4,7-Dimethyl-[1,10]Phenanthroline",SmallMoleculeDrug
DB02587,Colforsin,SmallMoleculeDrug
DB02588,"(2R)-2-[(1R)-1-{[(2S)-2-Carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2H-1,3-oxazine-4-carboxylic acid",SmallMoleculeDrug
DB02589,Se-Ethyl-Isoselenourea,SmallMoleculeDrug
DB02590,Abequose,SmallMoleculeDrug
DB02591,"5,6-Dimethylbenzimidazole",SmallMoleculeDrug
DB02592,Carbaphosphonate,SmallMoleculeDrug
DB02593,"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid",SmallMoleculeDrug
DB02594,2'-Deoxycytidine,SmallMoleculeDrug
DB02595,"(2R,3S,5S)-2-(Hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl 2-acetamido-2-deoxy-4-O-sulfo-beta-D-glucopyranoside",SmallMoleculeDrug
DB02596,"alpha,beta-Methyleneadenosine 5'-triphosphate",SmallMoleculeDrug
DB02597,"[2(R,S)-2-Sulfanylheptanoyl]-Phe-Ala",SmallMoleculeDrug
DB02598,"N-Alpha-Acetyl-3,5-Diiodotyrosylglycine",SmallMoleculeDrug
DB02599,"2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One",SmallMoleculeDrug
DB02600,Oseltamivir acid,SmallMoleculeDrug
DB02601,4-Hydroxyphenylglycine,SmallMoleculeDrug
DB02602,AL7182,SmallMoleculeDrug
DB02603,1-Amino-6-Cyclohex-3-Enylmethyloxypurine,SmallMoleculeDrug
DB02604,2-Deoxy-Glucose-6-Phosphate,SmallMoleculeDrug
DB02606,2-Butanol,SmallMoleculeDrug
DB02607,Adenosine Phosphonoacetic Acid,SmallMoleculeDrug
DB02608,"N-[(1R,2R)-1,3-Dihydroxy-1-(4-nitrophenyl)-2-propanyl]acetamide",SmallMoleculeDrug
DB02609,4-Hydroxy-L-Threonine-5-Monophosphate,SmallMoleculeDrug
DB02610,"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide",SmallMoleculeDrug
DB02611,Balanol Analog 1,SmallMoleculeDrug
DB02613,Capric dimethyl amine oxide,SmallMoleculeDrug
DB02614,1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid,SmallMoleculeDrug
DB02615,Compound 19,SmallMoleculeDrug
DB02616,FR117016,SmallMoleculeDrug
DB02617,"1-(N-Imidazolyl)-2-Hydroxy-2-(2,3-Dichlorophenyl)Octane",SmallMoleculeDrug
DB02618,Ethyl Dimethyl Ammonio Propane Sulfonate,SmallMoleculeDrug
DB02619,12-Bromo-1-dodecanol,SmallMoleculeDrug
DB02620,3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid,SmallMoleculeDrug
DB02621,Latrunculin A,SmallMoleculeDrug
DB02622,2-(Oxalyl-Amino)-Benzoic Acid,SmallMoleculeDrug
DB02623,Aminophosphonic acid-guanylate ester,SmallMoleculeDrug
DB02624,Homoserine Lactone,SmallMoleculeDrug
DB02625,(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid,SmallMoleculeDrug
DB02626,Phenylferricrocin-iron,SmallMoleculeDrug
DB02627,"4,4'-Biphenyldiboronic Acid",SmallMoleculeDrug
DB02628,"1-[3,3-Dimethyl-2-(2-Methylamino-Propionylamino)-Butyryl]-Pyrrolidine-2-Carboxylic Acid(1,2,3,4-Tetrahydro-Naphthalen-1-Yl)-Amide",SmallMoleculeDrug
DB02629,"N,N-[2,5-O-di-2-fluoro-benzyl-glucaryl]-di-[1-amino-indan-2-ol]",SmallMoleculeDrug
DB02630,L-xylitol 5-phosphate,SmallMoleculeDrug
DB02632,4-nitrophenyl-beta-D-galactoside,SmallMoleculeDrug
DB02633,Cibacron Blue,SmallMoleculeDrug
DB02635,N-[O-Phosphono-Pyridoxyl]-Isoleucine,SmallMoleculeDrug
DB02636,"9-Hydroxy-8-Methoxy-6-Nitro-Phenanthrol[3,4-D][1,3]Dioxole-5-Carboxylic Acid",SmallMoleculeDrug
DB02637,Oxaloacetate Ion,SmallMoleculeDrug
DB02638,Terlipressin,SmallMoleculeDrug
DB02639,7-(alpha-D-Glucopyranosyloxy)-4-methyl-2H-1-benzopyran-2-one,SmallMoleculeDrug
DB02640,Fumagillin,SmallMoleculeDrug
DB02641,Heptanamide,SmallMoleculeDrug
DB02642,[[N-(Benzyloxycarbonyl)Amino]Methyl]Phosphate,SmallMoleculeDrug
DB02643,"N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate",SmallMoleculeDrug
DB02644,N-omega-propyl-L-arginine,SmallMoleculeDrug
DB02645,"3,4-Epoxybutyl-Alpha-D-Glucopyranoside",SmallMoleculeDrug
DB02646,Nitrosoethane,SmallMoleculeDrug
DB02647,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,SmallMoleculeDrug
DB02648,(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium,SmallMoleculeDrug
DB02649,3-Amino-3-Oxopropanoic Acid,SmallMoleculeDrug
DB02650,Trichloroacetaldehyde,SmallMoleculeDrug
DB02651,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",SmallMoleculeDrug
DB02652,L-[(N-Hydroxyamino)Carbonyl]Phenylalanine,SmallMoleculeDrug
DB02654,6-hydroxy-FAD,SmallMoleculeDrug
DB02655,D-Aspartic Acid,SmallMoleculeDrug
DB02656,LY-294002,SmallMoleculeDrug
DB02657,Glucosamine 6-Phosphate,SmallMoleculeDrug
DB02658,"2,4-Dinitrophenyl 2-Deoxy-2-Fluoro-Beta-D-Allopyranoside",SmallMoleculeDrug
DB02659,Cholic Acid,SmallMoleculeDrug
DB02660,Filaminast,SmallMoleculeDrug
DB02661,"Adenosine-5'-diphosphate-2',3'-vanadate",SmallMoleculeDrug
DB02662,Novo Nordisk a/S Compound,SmallMoleculeDrug
DB02663,2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid,SmallMoleculeDrug
DB02664,1-Butane Boronic Acid,SmallMoleculeDrug
DB02665,"(1R,2S)-2-Phenylcyclopropanaminium",SmallMoleculeDrug
DB02666,(C8-R)-hydantocidin 5'-phosphate,SmallMoleculeDrug
DB02667,Vitamin B 12 factor IIIm,SmallMoleculeDrug
DB02668,JE-2147,SmallMoleculeDrug
DB02669,RB106,SmallMoleculeDrug
DB02670,4-Deoxy-Alpha-D-Glucose,SmallMoleculeDrug
DB02671,1-Methylimidazole,SmallMoleculeDrug
DB02673,"(4aS,6R,8aS)-11-[8-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4aH-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium",SmallMoleculeDrug
DB02674,"4-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Butyricacid",SmallMoleculeDrug
DB02675,(4-Hydroxymaltosephenyl)Glycine,SmallMoleculeDrug
DB02676,"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol",SmallMoleculeDrug
DB02677,D-naphthyl-1-acetamido boronic acid alanine,SmallMoleculeDrug
DB02678,beta-D-Galactosamine,SmallMoleculeDrug
DB02679,Cyanamide,SmallMoleculeDrug
DB02680,"1,3-Dinitrobenzene",SmallMoleculeDrug
DB02681,"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",SmallMoleculeDrug
DB02683,Inhibitor Bea428,SmallMoleculeDrug
DB02684,5'-O-(L-Cysteinylsulfamoyl)adenosine,SmallMoleculeDrug
DB02685,3-Methylphenylalanine,SmallMoleculeDrug
DB02686,Undecyl-Beta-D-Maltopyranoside,SmallMoleculeDrug
DB02688,"2,3-Didehydroalanine",SmallMoleculeDrug
DB02689,S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine,SmallMoleculeDrug
DB02690,NU1025,SmallMoleculeDrug
DB02691,Glycocholic acid,SmallMoleculeDrug
DB02693,"(4S,5S)-1,2-dithiane-4,5-diol",SmallMoleculeDrug
DB02694,Pantoyl Adenylate,SmallMoleculeDrug
DB02695,O1-Pentyl-Mannose,SmallMoleculeDrug
DB02696,"6-Aminohexyl-uridine-C1,5'-diphosphate",SmallMoleculeDrug
DB02697,Hydroxyaminovaline,SmallMoleculeDrug
DB02698,"N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid",SmallMoleculeDrug
DB02699,4-Oxoretinol,SmallMoleculeDrug
DB02700,3-Deoxy-D-Glucosamine,SmallMoleculeDrug
DB02701,Nicotinamide,SmallMoleculeDrug
DB02702,XV638,SmallMoleculeDrug
DB02703,Fusidic acid,SmallMoleculeDrug
DB02704,"(2R,3R,4R,5R)-3,4-Dihydroxy-N,N'-bis[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",SmallMoleculeDrug
DB02705,"6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",SmallMoleculeDrug
DB02706,Mercaptocarboxylate Inhibitor,SmallMoleculeDrug
DB02707,Pentyl Trihydrogen Diphosphate,SmallMoleculeDrug
DB02709,Resveratrol,SmallMoleculeDrug
DB02710,"2,3,-Dihydroxybenzoylserine",SmallMoleculeDrug
DB02711,"4-{2,6,8-Trioxo-9-[(2S,3R,4R)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate",SmallMoleculeDrug
DB02712,Sorbinil,SmallMoleculeDrug
DB02713,Acetylamino-Acetic Acid,SmallMoleculeDrug
DB02714,3'-Uridinemonophosphate,SmallMoleculeDrug
DB02715,Compound 18,SmallMoleculeDrug
DB02716,7-methyl-guanosine-5'-triphosphate,SmallMoleculeDrug
DB02717,Cellotetraose,SmallMoleculeDrug
DB02719,C-(1-hydrogyl-beta-D-glucopyranosyl) formamide,SmallMoleculeDrug
DB02720,alpha-D-glucopyranosyl-2-carboxylic acid amide,SmallMoleculeDrug
DB02721,4-Iodopyrazole,SmallMoleculeDrug
DB02722,4-O-methyl-beta-D-glucuronic acid,SmallMoleculeDrug
DB02723,"4-Oxo-2-Phenylmethanesulfonyl-Octahydro-Pyrrolo[1,2-a]Pyrazine-6-Carboxylic Acid [1-(N-Hydroxycarbamimidoyl)-Piperidin-4-Ylmethyl]-Amide",SmallMoleculeDrug
DB02724,Delta-2-Albomycin A1,SmallMoleculeDrug
DB02725,"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",SmallMoleculeDrug
DB02726,2-Phosphoglycolic Acid,SmallMoleculeDrug
DB02727,2-butyl-1-hydroxyguanidine,SmallMoleculeDrug
DB02728,7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester,SmallMoleculeDrug
DB02729,SD146,SmallMoleculeDrug
DB02730,4-Methylthio-Alpha-D-Mannose,SmallMoleculeDrug
DB02731,Ethylmercurithiosalicylic acid,SmallMoleculeDrug
DB02732,"[(2R,3S,4R,5R)-5-(4-acetonyl-3-carbamoyl-pyridin-1-ium-1-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl [[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl] phosphate",SmallMoleculeDrug
DB02733,Purvalanol,SmallMoleculeDrug
DB02734,4-Deoxy-D-Mannuronic Acid,SmallMoleculeDrug
DB02735,2-Amino-3-Oxo-4-Sulfo-Butyric Acid,SmallMoleculeDrug
DB02736,Acetamide,SmallMoleculeDrug
DB02738,Adenosine-5'-Pentaphosphate,SmallMoleculeDrug
DB02740,3-Indolebutyric Acid,SmallMoleculeDrug
DB02741,CD564,SmallMoleculeDrug
DB02742,Kifunensine,SmallMoleculeDrug
DB02743,beta-D-galactopyranosyl-(1->4)-beta-D-galactopyranose,SmallMoleculeDrug
DB02744,RPR131247,SmallMoleculeDrug
DB02745,Uridine,SmallMoleculeDrug
DB02746,Phthalic Acid,SmallMoleculeDrug
DB02747,Diamino-N-[(4S)-5-anilino-4-{[(2S)-2-{[(1R)-1-carboxyethyl]amino}-4-phenylbutanoyl]amino}-5-oxopentyl]methaniminium,SmallMoleculeDrug
DB02749,Pyromellitic Acid,SmallMoleculeDrug
DB02750,S-(Methylmercury)-L-Cysteine,SmallMoleculeDrug
DB02751,Glycocyamine,SmallMoleculeDrug
DB02752,Tosyl-D-Proline,SmallMoleculeDrug
DB02753,Selenoinosine,SmallMoleculeDrug
DB02754,"9-Butyl-8-(3,4,5-Trimethoxybenzyl)-9h-Purin-6-Amine",SmallMoleculeDrug
DB02755,1-3 Sugar Ring of Pentamannosyl 6-Phosphate,SmallMoleculeDrug
DB02756,Pyroquilon,SmallMoleculeDrug
DB02757,Pyrazole,SmallMoleculeDrug
DB02758,Indolepropionic acid,SmallMoleculeDrug
DB02759,4-methyl-umbelliferyl-N-acetyl-chitobiose,SmallMoleculeDrug
DB02760,"1,6-Di-O-Phosphono-D-Allitol",SmallMoleculeDrug
DB02761,S-Mercaptocysteine,SmallMoleculeDrug
DB02762,RU79072,SmallMoleculeDrug
DB02763,5-Mercapto-2-Nitro-Benzoic Acid,SmallMoleculeDrug
DB02765,R-9-(2-hydroxypropyl)adenine,SmallMoleculeDrug
DB02766,N-[(2R)-4-diazonio-3-oxoniumylidene-1-phenylbutan-2-yl]-1-phenylmethoxymethanimidate,SmallMoleculeDrug
DB02767,(R)-3-hydroxytetradecanoic acid,SmallMoleculeDrug
DB02768,Tert-Butyloxycarbonyl Group,SmallMoleculeDrug
DB02770,7-alpha-D-Ribofuranosyl-2-aminopurine-5'-phosphate,SmallMoleculeDrug
DB02772,Sucrose,SmallMoleculeDrug
DB02773,(3-Chloro-4-Propoxy-Phenyl)-Acetic Acid,SmallMoleculeDrug
DB02774,"1,3-Propanediol",SmallMoleculeDrug
DB02776,1-Hexadecanosulfonic Acid,SmallMoleculeDrug
DB02777,Diundecyl Phosphatidyl Choline,SmallMoleculeDrug
DB02778,"2,5-Anhydroglucitol-1,6-Biphosphate",SmallMoleculeDrug
DB02779,Dodecyltrimethylammonium,SmallMoleculeDrug
DB02780,Beta-3-Cysteine,SmallMoleculeDrug
DB02781,"4-{(Z)-[2-[3-(Methylsulfanyl)Propanoyl]-5-Oxo-1-(2-Oxoethyl)-1,5-Dihydro-4h-Imidazol-4-Ylidene]Methyl}Benzenolate",SmallMoleculeDrug
DB02783,4'-Deoxy-4'-Acetylyamino-Pyridoxal-5'-Phosphate,SmallMoleculeDrug
DB02784,N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide,SmallMoleculeDrug
DB02785,"(2S)-1-[(2S,4R)-4-Benzyl-2-hydroxy-5-{[(1S,2R,5S)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-N-(2-methyl-2-propanyl)-2-piperazineca rboxamide",SmallMoleculeDrug
DB02786,2-Anhydro-3-Fluoro-Quinic Acid,SmallMoleculeDrug
DB02787,N-Acetylmannosaminitol,SmallMoleculeDrug
DB02788,(S)-acetoin,SmallMoleculeDrug
DB02789,Pregnenolone,SmallMoleculeDrug
DB02790,Phenyl-uridine-5'-diphosphate,SmallMoleculeDrug
DB02792,Deglucobalhimycin,SmallMoleculeDrug
DB02793,Isochorismic Acid,SmallMoleculeDrug
DB02794,"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",SmallMoleculeDrug
DB02795,P-Anisic Acid,SmallMoleculeDrug
DB02796,9-deazainosine,SmallMoleculeDrug
DB02797,3-Nitrophenylboronic Acid,SmallMoleculeDrug
DB02798,Alpha-Methylene Adenosine Monophosphate,SmallMoleculeDrug
DB02799,N-[2-(1-maleimidyl)ethyl]-7-diethylaminocoumarin-3-carboxamide,SmallMoleculeDrug
DB02800,"5-hydroxymethyl-5,6-dihydrofolic acid",SmallMoleculeDrug
DB02801,"2,3-Anhydro-quinic acid",SmallMoleculeDrug
DB02802,3-(alpha-D-Galactopyranosyloxy)-5-nitrobenzamide,SmallMoleculeDrug
DB02803,"3-Phenyl-1,2-Propandiol",SmallMoleculeDrug
DB02804,A-98881,SmallMoleculeDrug
DB02805,Arabinouridine 3'-phosphate,SmallMoleculeDrug
DB02806,2-Methoxyethanol,SmallMoleculeDrug
DB02807,3-deoxy-D-lyxo-hexonic acid,SmallMoleculeDrug
DB02808,Trifluorofurnesyl Diphosphate,SmallMoleculeDrug
DB02809,"Brodimoprim-4,6-Dicarboxylate",SmallMoleculeDrug
DB02810,N-(2-Acetamido)Iminodiacetic Acid,SmallMoleculeDrug
DB02811,Diethyl phosphonate,SmallMoleculeDrug
DB02812,RWJ-56423,SmallMoleculeDrug
DB02813,"2-Acetamido-2-Deoxy-D-Glucono-1,5-Lactone",SmallMoleculeDrug
